Figure NA.3 – Values of cr(z),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, Height (m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.089,0.7716,0.7801,0.7886,0.7971,0.8055,0.814,0.8225,0.8311,0.8396,0.8481,0.8566,0.8651,0.8736,0.8821,0.8906,0.8992,0.9077,0.9162,0.9248,0.9333,0.9419,0.9504,0.959,0.9675,0.9761,0.9847,0.9932,1.0018,1.0104,1.019,1.0276,1.0362,1.0448,1.0534,1.0621,1.0707,1.0793,1.088,1.0967,1.1053,1.114,1.1227,1.1314,1.1402,1.1489,1.1576,1.1664,1.1752,1.184,1.1928,1.2016,1.2104,1.2193,1.2282,1.2371,1.246,1.2549,1.2639,1.2729,1.2819,1.2909,1.3,1.3091,1.3182,1.3273,1.3365,1.3458,1.355,1.3643,1.3736,1.383,1.3924,1.4019,1.4114,1.421,1.4306,1.4402,1.45,1.4597,1.4696,1.4795,1.4895,1.4995,1.5096,1.5198,1.5301,1.5404,1.5509,1.5614,1.572,1.5827,1.5936,1.6045,1.6155,1.6267,1.638,1.6494,1.661,1.6726,1.6845,1.6964,1.7086,1.7209,1.7333,1.746,1.7588,1.7718,1.785,1.7984,1.812
2.239,0.7704,0.7789,0.7874,0.7958,0.8043,0.8128,0.8213,0.8298,0.8383,0.8468,0.8553,0.8638,0.8723,0.8808,0.8893,0.8978,0.9063,0.9148,0.9234,0.9319,0.9404,0.949,0.9575,0.9661,0.9746,0.9832,0.9917,1.0003,1.0089,1.0174,1.026,1.0346,1.0432,1.0518,1.0604,1.0691,1.0777,1.0864,1.095,1.1037,1.1123,1.121,1.1297,1.1384,1.1471,1.1559,1.1646,1.1734,1.1822,1.191,1.1998,1.2086,1.2174,1.2263,1.2352,1.2441,1.253,1.262,1.2709,1.2799,1.289,1.298,1.3071,1.3162,1.3253,1.3345,1.3437,1.353,1.3622,1.3716,1.3809,1.3903,1.3998,1.4093,1.4188,1.4284,1.4381,1.4478,1.4575,1.4674,1.4772,1.4872,1.4972,1.5073,1.5175,1.5278,1.5381,1.5485,1.559,1.5696,1.5803,1.5912,1.6021,1.6131,1.6242,1.6355,1.6469,1.6584,1.6701,1.6819,1.6939,1.706,1.7183,1.7307,1.7433,1.7561,1.7691,1.7823,1.7957,1.8092
2.399,0.7693,0.7777,0.7862,0.7947,0.8031,0.8116,0.8201,0.8285,0.837,0.8455,0.854,0.8625,0.871,0.8795,0.888,0.8965,0.905,0.9135,0.922,0.9305,0.939,0.9475,0.9561,0.9646,0.9731,0.9817,0.9902,0.9988,1.0074,1.0159,1.0245,1.0331,1.0417,1.0503,1.0589,1.0675,1.0761,1.0847,1.0934,1.102,1.1107,1.1193,1.128,1.1367,1.1454,1.1541,1.1629,1.1716,1.1804,1.1892,1.198,1.2068,1.2156,1.2245,1.2333,1.2422,1.2511,1.2601,1.269,1.278,1.287,1.2961,1.3051,1.3142,1.3233,1.3325,1.3417,1.3509,1.3602,1.3695,1.3789,1.3882,1.3977,1.4072,1.4167,1.4263,1.4359,1.4456,1.4553,1.4652,1.475,1.485,1.495,1.5051,1.5152,1.5255,1.5358,1.5462,1.5567,1.5673,1.578,1.5888,1.5997,1.6107,1.6218,1.6331,1.6444,1.656,1.6676,1.6794,1.6913,1.7034,1.7157,1.7281,1.7407,1.7535,1.7664,1.7796,1.793,1.8065
2.57,0.7681,0.7766,0.785,0.7935,0.8019,0.8104,0.8189,0.8273,0.8358,0.8443,0.8527,0.8612,0.8697,0.8782,0.8867,0.8951,0.9036,0.9121,0.9206,0.9291,0.9376,0.9461,0.9547,0.9632,0.9717,0.9802,0.9888,0.9973,1.0059,1.0144,1.023,1.0315,1.0401,1.0487,1.0573,1.0659,1.0745,1.0831,1.0917,1.1004,1.109,1.1177,1.1264,1.135,1.1437,1.1524,1.1612,1.1699,1.1786,1.1874,1.1962,1.205,1.2138,1.2226,1.2315,1.2404,1.2493,1.2582,1.2672,1.2761,1.2851,1.2941,1.3032,1.3123,1.3214,1.3305,1.3397,1.3489,1.3582,1.3675,1.3768,1.3862,1.3956,1.4051,1.4146,1.4242,1.4338,1.4435,1.4532,1.463,1.4728,1.4828,1.4928,1.5028,1.513,1.5232,1.5335,1.5439,1.5544,1.565,1.5756,1.5864,1.5973,1.6083,1.6194,1.6307,1.642,1.6535,1.6651,1.6769,1.6888,1.7009,1.7131,1.7256,1.7381,1.7509,1.7638,1.777,1.7903,1.8039
2.754,0.767,0.7754,0.7839,0.7923,0.8008,0.8092,0.8177,0.8261,0.8346,0.843,0.8515,0.8599,0.8684,0.8769,0.8854,0.8938,0.9023,0.9108,0.9193,0.9278,0.9363,0.9448,0.9533,0.9618,0.9703,0.9788,0.9873,0.9959,1.0044,1.0129,1.0215,1.03,1.0386,1.0472,1.0557,1.0643,1.0729,1.0815,1.0901,1.0988,1.1074,1.1161,1.1247,1.1334,1.1421,1.1508,1.1595,1.1682,1.1769,1.1857,1.1944,1.2032,1.212,1.2209,1.2297,1.2386,1.2475,1.2564,1.2653,1.2743,1.2832,1.2922,1.3013,1.3104,1.3195,1.3286,1.3378,1.347,1.3562,1.3655,1.3748,1.3842,1.3936,1.403,1.4125,1.4221,1.4317,1.4413,1.4511,1.4608,1.4707,1.4806,1.4906,1.5006,1.5108,1.521,1.5313,1.5416,1.5521,1.5627,1.5733,1.5841,1.595,1.606,1.617,1.6283,1.6396,1.6511,1.6627,1.6745,1.6864,1.6984,1.7106,1.723,1.7356,1.7483,1.7613,1.7744,1.7877,1.8012
2.951,0.7659,0.7743,0.7827,0.7912,0.7996,0.808,0.8165,0.8249,0.8334,0.8418,0.8503,0.8587,0.8672,0.8756,0.8841,0.8925,0.901,0.9095,0.9179,0.9264,0.9349,0.9434,0.9519,0.9604,0.9689,0.9774,0.9859,0.9944,1.0029,1.0115,1.02,1.0285,1.0371,1.0457,1.0542,1.0628,1.0714,1.08,1.0886,1.0972,1.1058,1.1144,1.1231,1.1317,1.1404,1.1491,1.1578,1.1665,1.1752,1.184,1.1927,1.2015,1.2103,1.2191,1.2279,1.2368,1.2457,1.2545,1.2635,1.2724,1.2814,1.2904,1.2994,1.3085,1.3175,1.3267,1.3358,1.345,1.3542,1.3635,1.3728,1.3822,1.3916,1.401,1.4105,1.42,1.4296,1.4393,1.449,1.4587,1.4686,1.4785,1.4884,1.4985,1.5086,1.5188,1.5291,1.5394,1.5499,1.5604,1.5711,1.5818,1.5927,1.6036,1.6147,1.6259,1.6372,1.6487,1.6603,1.672,1.6839,1.696,1.7082,1.7205,1.7331,1.7458,1.7587,1.7718,1.7851,1.7986
3.162,0.7648,0.7732,0.7816,0.79,0.7985,0.8069,0.8153,0.8237,0.8322,0.8406,0.849,0.8575,0.8659,0.8744,0.8828,0.8913,0.8997,0.9082,0.9166,0.9251,0.9336,0.942,0.9505,0.959,0.9675,0.976,0.9845,0.993,1.0015,1.01,1.0185,1.0271,1.0356,1.0442,1.0527,1.0613,1.0698,1.0784,1.087,1.0956,1.1042,1.1128,1.1215,1.1301,1.1388,1.1474,1.1561,1.1648,1.1735,1.1823,1.191,1.1998,1.2086,1.2174,1.2262,1.235,1.2439,1.2528,1.2617,1.2706,1.2796,1.2885,1.2975,1.3066,1.3157,1.3248,1.3339,1.3431,1.3523,1.3616,1.3708,1.3802,1.3896,1.399,1.4085,1.418,1.4276,1.4372,1.4469,1.4566,1.4665,1.4763,1.4863,1.4963,1.5064,1.5166,1.5269,1.5372,1.5477,1.5582,1.5688,1.5795,1.5904,1.6013,1.6124,1.6236,1.6349,1.6463,1.6579,1.6696,1.6815,1.6935,1.7057,1.7181,1.7306,1.7433,1.7562,1.7693,1.7826,1.7961
3.388,0.7637,0.7721,0.7805,0.7889,0.7973,0.8057,0.8142,0.8226,0.831,0.8394,0.8478,0.8563,0.8647,0.8731,0.8816,0.89,0.8984,0.9069,0.9153,0.9238,0.9323,0.9407,0.9492,0.9577,0.9661,0.9746,0.9831,0.9916,1.0001,1.0086,1.0171,1.0256,1.0342,1.0427,1.0512,1.0598,1.0683,1.0769,1.0855,1.0941,1.1027,1.1113,1.1199,1.1285,1.1372,1.1458,1.1545,1.1632,1.1719,1.1806,1.1893,1.1981,1.2068,1.2156,1.2244,1.2333,1.2421,1.251,1.2599,1.2688,1.2777,1.2867,1.2957,1.3047,1.3138,1.3229,1.332,1.3412,1.3504,1.3596,1.3689,1.3782,1.3876,1.397,1.4065,1.416,1.4256,1.4352,1.4449,1.4546,1.4644,1.4743,1.4842,1.4942,1.5043,1.5145,1.5247,1.535,1.5455,1.556,1.5666,1.5773,1.5881,1.5991,1.6101,1.6213,1.6326,1.644,1.6556,1.6673,1.6791,1.6911,1.7033,1.7156,1.7282,1.7408,1.7537,1.7668,1.78,1.7935
3.631,0.7626,0.771,0.7794,0.7878,0.7962,0.8046,0.813,0.8214,0.8298,0.8382,0.8467,0.8551,0.8635,0.8719,0.8803,0.8888,0.8972,0.9056,0.9141,0.9225,0.9309,0.9394,0.9479,0.9563,0.9648,0.9732,0.9817,0.9902,0.9987,1.0072,1.0157,1.0242,1.0327,1.0412,1.0498,1.0583,1.0668,1.0754,1.084,1.0925,1.1011,1.1097,1.1183,1.1269,1.1356,1.1442,1.1529,1.1616,1.1702,1.1789,1.1877,1.1964,1.2052,1.2139,1.2227,1.2315,1.2404,1.2492,1.2581,1.267,1.276,1.2849,1.2939,1.3029,1.312,1.3211,1.3302,1.3393,1.3485,1.3577,1.367,1.3763,1.3857,1.3951,1.4045,1.414,1.4236,1.4332,1.4428,1.4526,1.4623,1.4722,1.4821,1.4921,1.5022,1.5123,1.5226,1.5329,1.5433,1.5538,1.5644,1.5751,1.5859,1.5968,1.6079,1.619,1.6303,1.6417,1.6533,1.665,1.6768,1.6888,1.7009,1.7132,1.7257,1.7384,1.7513,1.7643,1.7776,1.791
3.89,0.7616,0.77,0.7783,0.7867,0.7951,0.8035,0.8119,0.8203,0.8287,0.8371,0.8455,0.8539,0.8623,0.8707,0.8791,0.8875,0.8959,0.9044,0.9128,0.9212,0.9297,0.9381,0.9465,0.955,0.9634,0.9719,0.9804,0.9888,0.9973,1.0058,1.0143,1.0228,1.0313,1.0398,1.0483,1.0568,1.0654,1.0739,1.0825,1.091,1.0996,1.1082,1.1168,1.1254,1.134,1.1426,1.1513,1.1599,1.1686,1.1773,1.186,1.1948,1.2035,1.2123,1.221,1.2298,1.2387,1.2475,1.2564,1.2653,1.2742,1.2831,1.2921,1.3011,1.3102,1.3192,1.3283,1.3375,1.3466,1.3559,1.3651,1.3744,1.3837,1.3931,1.4026,1.4121,1.4216,1.4312,1.4408,1.4506,1.4603,1.4702,1.4801,1.4901,1.5001,1.5103,1.5205,1.5308,1.5412,1.5517,1.5622,1.5729,1.5837,1.5946,1.6057,1.6168,1.6281,1.6395,1.651,1.6627,1.6745,1.6864,1.6986,1.7109,1.7234,1.736,1.7488,1.7619,1.7751,1.7885
4.169,0.7605,0.7689,0.7773,0.7857,0.794,0.8024,0.8108,0.8192,0.8276,0.8359,0.8443,0.8527,0.8611,0.8695,0.8779,0.8863,0.8947,0.9031,0.9116,0.92,0.9284,0.9368,0.9453,0.9537,0.9621,0.9706,0.979,0.9875,0.9959,1.0044,1.0129,1.0214,1.0299,1.0384,1.0469,1.0554,1.0639,1.0724,1.081,1.0895,1.0981,1.1067,1.1153,1.1239,1.1325,1.1411,1.1497,1.1584,1.167,1.1757,1.1844,1.1931,1.2018,1.2106,1.2194,1.2282,1.237,1.2458,1.2547,1.2635,1.2725,1.2814,1.2903,1.2993,1.3084,1.3174,1.3265,1.3356,1.3448,1.354,1.3632,1.3725,1.3819,1.3912,1.4006,1.4101,1.4196,1.4292,1.4389,1.4486,1.4583,1.4682,1.4781,1.488,1.4981,1.5082,1.5184,1.5287,1.5391,1.5495,1.5601,1.5708,1.5816,1.5925,1.6035,1.6146,1.6258,1.6372,1.6487,1.6604,1.6722,1.6841,1.6963,1.7085,1.721,1.7336,1.7464,1.7595,1.7727,1.7861
4.467,0.7595,0.7679,0.7762,0.7846,0.793,0.8013,0.8097,0.8181,0.8264,0.8348,0.8432,0.8516,0.86,0.8683,0.8767,0.8851,0.8935,0.9019,0.9103,0.9187,0.9271,0.9356,0.944,0.9524,0.9608,0.9693,0.9777,0.9862,0.9946,1.0031,1.0115,1.02,1.0285,1.037,1.0455,1.054,1.0625,1.071,1.0795,1.0881,1.0966,1.1052,1.1137,1.1223,1.1309,1.1395,1.1482,1.1568,1.1655,1.1741,1.1828,1.1915,1.2002,1.209,1.2177,1.2265,1.2353,1.2441,1.253,1.2618,1.2707,1.2797,1.2886,1.2976,1.3066,1.3156,1.3247,1.3338,1.343,1.3522,1.3614,1.3707,1.38,1.3893,1.3988,1.4082,1.4177,1.4273,1.4369,1.4466,1.4564,1.4662,1.4761,1.486,1.496,1.5062,1.5163,1.5266,1.537,1.5474,1.558,1.5687,1.5794,1.5903,1.6013,1.6124,1.6236,1.635,1.6465,1.6581,1.6699,1.6819,1.694,1.7062,1.7187,1.7313,1.7441,1.7571,1.7703,1.7837
4.786,0.7585,0.7668,0.7752,0.7835,0.7919,0.8003,0.8086,0.817,0.8253,0.8337,0.8421,0.8504,0.8588,0.8672,0.8756,0.8839,0.8923,0.9007,0.9091,0.9175,0.9259,0.9343,0.9427,0.9511,0.9595,0.968,0.9764,0.9848,0.9933,1.0017,1.0102,1.0186,1.0271,1.0356,1.0441,1.0526,1.0611,1.0696,1.0781,1.0866,1.0951,1.1037,1.1123,1.1208,1.1294,1.138,1.1466,1.1553,1.1639,1.1726,1.1812,1.1899,1.1986,1.2073,1.2161,1.2249,1.2336,1.2425,1.2513,1.2601,1.269,1.2779,1.2869,1.2959,1.3049,1.3139,1.3229,1.332,1.3412,1.3504,1.3596,1.3688,1.3781,1.3875,1.3969,1.4063,1.4158,1.4254,1.435,1.4447,1.4544,1.4642,1.4741,1.484,1.494,1.5041,1.5143,1.5246,1.5349,1.5454,1.5559,1.5666,1.5773,1.5882,1.5991,1.6102,1.6215,1.6328,1.6443,1.6559,1.6677,1.6796,1.6917,1.704,1.7164,1.729,1.7418,1.7547,1.7679,1.7813
5.129,0.7575,0.7658,0.7742,0.7825,0.7909,0.7992,0.8075,0.8159,0.8242,0.8326,0.8409,0.8493,0.8577,0.866,0.8744,0.8828,0.8911,0.8995,0.9079,0.9163,0.9247,0.9331,0.9415,0.9499,0.9583,0.9667,0.9751,0.9835,0.992,1.0004,1.0088,1.0173,1.0257,1.0342,1.0427,1.0512,1.0597,1.0681,1.0767,1.0852,1.0937,1.1022,1.1108,1.1194,1.1279,1.1365,1.1451,1.1537,1.1624,1.171,1.1797,1.1883,1.197,1.2058,1.2145,1.2232,1.232,1.2408,1.2496,1.2585,1.2674,1.2763,1.2852,1.2941,1.3031,1.3121,1.3212,1.3303,1.3394,1.3486,1.3578,1.367,1.3763,1.3857,1.395,1.4045,1.414,1.4235,1.4331,1.4428,1.4525,1.4623,1.4721,1.4821,1.4921,1.5022,1.5123,1.5226,1.5329,1.5433,1.5539,1.5645,1.5752,1.5861,1.597,1.6081,1.6193,1.6307,1.6421,1.6537,1.6655,1.6774,1.6895,1.7017,1.7141,1.7267,1.7395,1.7524,1.7656,1.7789
5.495,0.7565,0.7648,0.7732,0.7815,0.7898,0.7982,0.8065,0.8148,0.8232,0.8315,0.8398,0.8482,0.8565,0.8649,0.8733,0.8816,0.89,0.8983,0.9067,0.9151,0.9235,0.9318,0.9402,0.9486,0.957,0.9654,0.9738,0.9822,0.9907,0.9991,1.0075,1.016,1.0244,1.0329,1.0413,1.0498,1.0583,1.0668,1.0752,1.0838,1.0923,1.1008,1.1093,1.1179,1.1264,1.135,1.1436,1.1522,1.1608,1.1695,1.1781,1.1868,1.1955,1.2042,1.2129,1.2216,1.2304,1.2392,1.248,1.2568,1.2657,1.2746,1.2835,1.2924,1.3014,1.3104,1.3195,1.3286,1.3377,1.3468,1.356,1.3652,1.3745,1.3838,1.3932,1.4026,1.4121,1.4216,1.4312,1.4409,1.4506,1.4604,1.4702,1.4801,1.4901,1.5002,1.5103,1.5206,1.5309,1.5413,1.5518,1.5625,1.5732,1.584,1.5949,1.606,1.6172,1.6285,1.64,1.6516,1.6633,1.6752,1.6873,1.6995,1.7119,1.7244,1.7372,1.7501,1.7633,1.7766
5.888,0.7555,0.7638,0.7722,0.7805,0.7888,0.7971,0.8054,0.8138,0.8221,0.8304,0.8388,0.8471,0.8554,0.8638,0.8721,0.8805,0.8888,0.8972,0.9055,0.9139,0.9223,0.9306,0.939,0.9474,0.9558,0.9642,0.9726,0.981,0.9894,0.9978,1.0062,1.0146,1.0231,1.0315,1.04,1.0484,1.0569,1.0654,1.0739,1.0824,1.0909,1.0994,1.1079,1.1164,1.125,1.1336,1.1421,1.1507,1.1593,1.168,1.1766,1.1853,1.1939,1.2026,1.2113,1.2201,1.2288,1.2376,1.2464,1.2552,1.2641,1.2729,1.2818,1.2908,1.2997,1.3087,1.3178,1.3268,1.3359,1.3451,1.3543,1.3635,1.3727,1.3821,1.3914,1.4008,1.4103,1.4198,1.4294,1.439,1.4487,1.4585,1.4683,1.4782,1.4882,1.4983,1.5084,1.5186,1.5289,1.5393,1.5498,1.5604,1.5711,1.582,1.5929,1.6039,1.6151,1.6264,1.6379,1.6494,1.6612,1.673,1.6851,1.6973,1.7097,1.7222,1.7349,1.7479,1.761,1.7743
6.31,0.7546,0.7629,0.7712,0.7795,0.7878,0.7961,0.8044,0.8127,0.821,0.8294,0.8377,0.846,0.8543,0.8627,0.871,0.8793,0.8877,0.896,0.9044,0.9127,0.9211,0.9295,0.9378,0.9462,0.9546,0.9629,0.9713,0.9797,0.9881,0.9965,1.0049,1.0133,1.0218,1.0302,1.0386,1.0471,1.0555,1.064,1.0725,1.081,1.0895,1.098,1.1065,1.115,1.1236,1.1321,1.1407,1.1493,1.1579,1.1665,1.1751,1.1837,1.1924,1.2011,1.2098,1.2185,1.2272,1.236,1.2448,1.2536,1.2624,1.2713,1.2802,1.2891,1.2981,1.3071,1.3161,1.3251,1.3342,1.3434,1.3525,1.3617,1.371,1.3803,1.3896,1.399,1.4085,1.418,1.4276,1.4372,1.4469,1.4566,1.4664,1.4763,1.4863,1.4963,1.5065,1.5167,1.527,1.5374,1.5478,1.5584,1.5691,1.5799,1.5908,1.6019,1.613,1.6243,1.6358,1.6473,1.659,1.6709,1.6829,1.6951,1.7075,1.72,1.7327,1.7456,1.7587,1.772
6.761,0.7536,0.7619,0.7702,0.7785,0.7868,0.7951,0.8034,0.8117,0.82,0.8283,0.8366,0.8449,0.8533,0.8616,0.8699,0.8782,0.8866,0.8949,0.9032,0.9116,0.9199,0.9283,0.9366,0.945,0.9534,0.9617,0.9701,0.9785,0.9869,0.9953,1.0037,1.0121,1.0205,1.0289,1.0373,1.0458,1.0542,1.0627,1.0711,1.0796,1.0881,1.0966,1.1051,1.1136,1.1221,1.1307,1.1392,1.1478,1.1564,1.165,1.1736,1.1822,1.1909,1.1996,1.2082,1.217,1.2257,1.2344,1.2432,1.252,1.2608,1.2697,1.2786,1.2875,1.2964,1.3054,1.3144,1.3235,1.3325,1.3417,1.3508,1.36,1.3693,1.3785,1.3879,1.3973,1.4067,1.4162,1.4257,1.4354,1.445,1.4548,1.4646,1.4745,1.4844,1.4944,1.5046,1.5148,1.525,1.5354,1.5459,1.5565,1.5671,1.5779,1.5888,1.5999,1.611,1.6223,1.6337,1.6452,1.6569,1.6688,1.6808,1.693,1.7053,1.7178,1.7305,1.7434,1.7565,1.7698
7.244,0.7527,0.7609,0.7692,0.7775,0.7858,0.7941,0.8024,0.8107,0.819,0.8273,0.8356,0.8439,0.8522,0.8605,0.8688,0.8771,0.8855,0.8938,0.9021,0.9104,0.9188,0.9271,0.9355,0.9438,0.9522,0.9605,0.9689,0.9773,0.9856,0.994,1.0024,1.0108,1.0192,1.0276,1.036,1.0445,1.0529,1.0613,1.0698,1.0783,1.0867,1.0952,1.1037,1.1122,1.1207,1.1293,1.1378,1.1464,1.1549,1.1635,1.1721,1.1808,1.1894,1.1981,1.2067,1.2154,1.2242,1.2329,1.2417,1.2505,1.2593,1.2681,1.277,1.2859,1.2948,1.3038,1.3128,1.3218,1.3309,1.34,1.3491,1.3583,1.3675,1.3768,1.3861,1.3955,1.4049,1.4144,1.424,1.4336,1.4432,1.453,1.4627,1.4726,1.4826,1.4926,1.5027,1.5129,1.5231,1.5335,1.544,1.5545,1.5652,1.576,1.5868,1.5979,1.609,1.6203,1.6316,1.6432,1.6549,1.6667,1.6787,1.6908,1.7032,1.7157,1.7284,1.7412,1.7543,1.7676
7.762,0.7517,0.76,0.7683,0.7766,0.7848,0.7931,0.8014,0.8097,0.818,0.8263,0.8345,0.8428,0.8511,0.8594,0.8677,0.8761,0.8844,0.8927,0.901,0.9093,0.9176,0.926,0.9343,0.9426,0.951,0.9593,0.9677,0.976,0.9844,0.9928,1.0012,1.0095,1.0179,1.0263,1.0347,1.0432,1.0516,1.06,1.0685,1.0769,1.0854,1.0939,1.1023,1.1108,1.1193,1.1279,1.1364,1.1449,1.1535,1.1621,1.1707,1.1793,1.1879,1.1966,1.2052,1.2139,1.2226,1.2314,1.2401,1.2489,1.2577,1.2665,1.2754,1.2843,1.2932,1.3022,1.3111,1.3202,1.3292,1.3383,1.3475,1.3566,1.3658,1.3751,1.3844,1.3938,1.4032,1.4127,1.4222,1.4318,1.4414,1.4512,1.4609,1.4708,1.4807,1.4907,1.5008,1.511,1.5212,1.5316,1.542,1.5526,1.5632,1.574,1.5849,1.5959,1.607,1.6182,1.6296,1.6411,1.6528,1.6646,1.6766,1.6888,1.7011,1.7135,1.7262,1.7391,1.7521,1.7654
8.318,0.7508,0.7591,0.7673,0.7756,0.7839,0.7921,0.8004,0.8087,0.817,0.8252,0.8335,0.8418,0.8501,0.8584,0.8667,0.875,0.8833,0.8916,0.8999,0.9082,0.9165,0.9248,0.9332,0.9415,0.9498,0.9582,0.9665,0.9749,0.9832,0.9916,0.9999,1.0083,1.0167,1.0251,1.0335,1.0419,1.0503,1.0587,1.0672,1.0756,1.084,1.0925,1.101,1.1095,1.118,1.1265,1.135,1.1435,1.1521,1.1607,1.1693,1.1779,1.1865,1.1951,1.2038,1.2124,1.2211,1.2299,1.2386,1.2474,1.2562,1.265,1.2738,1.2827,1.2916,1.3006,1.3095,1.3185,1.3276,1.3367,1.3458,1.355,1.3642,1.3734,1.3827,1.3921,1.4015,1.4109,1.4205,1.43,1.4397,1.4494,1.4591,1.469,1.4789,1.4889,1.499,1.5091,1.5194,1.5297,1.5402,1.5507,1.5613,1.5721,1.5829,1.5939,1.605,1.6163,1.6276,1.6391,1.6508,1.6626,1.6746,1.6867,1.699,1.7115,1.7241,1.7369,1.75,1.7632
8.913,0.7499,0.7582,0.7664,0.7747,0.7829,0.7912,0.7994,0.8077,0.816,0.8242,0.8325,0.8408,0.8491,0.8573,0.8656,0.8739,0.8822,0.8905,0.8988,0.9071,0.9154,0.9237,0.932,0.9403,0.9487,0.957,0.9653,0.9737,0.982,0.9904,0.9987,1.0071,1.0155,1.0238,1.0322,1.0406,1.049,1.0574,1.0659,1.0743,1.0827,1.0912,1.0997,1.1081,1.1166,1.1251,1.1336,1.1422,1.1507,1.1593,1.1678,1.1764,1.185,1.1937,1.2023,1.211,1.2197,1.2284,1.2371,1.2459,1.2546,1.2635,1.2723,1.2812,1.2901,1.299,1.308,1.317,1.326,1.3351,1.3442,1.3533,1.3625,1.3718,1.3811,1.3904,1.3998,1.4092,1.4187,1.4283,1.4379,1.4476,1.4574,1.4672,1.4771,1.4871,1.4972,1.5073,1.5175,1.5279,1.5383,1.5488,1.5594,1.5702,1.581,1.592,1.6031,1.6143,1.6257,1.6372,1.6488,1.6606,1.6725,1.6846,1.6969,1.7094,1.722,1.7348,1.7479,1.7611
9.55,0.749,0.7572,0.7655,0.7737,0.782,0.7902,0.7985,0.8067,0.815,0.8233,0.8315,0.8398,0.848,0.8563,0.8646,0.8729,0.8811,0.8894,0.8977,0.906,0.9143,0.9226,0.9309,0.9392,0.9475,0.9558,0.9642,0.9725,0.9808,0.9892,0.9975,1.0059,1.0142,1.0226,1.031,1.0394,1.0478,1.0562,1.0646,1.073,1.0814,1.0899,1.0983,1.1068,1.1153,1.1238,1.1323,1.1408,1.1493,1.1579,1.1664,1.175,1.1836,1.1922,1.2009,1.2095,1.2182,1.2269,1.2356,1.2444,1.2531,1.2619,1.2708,1.2796,1.2885,1.2974,1.3064,1.3154,1.3244,1.3335,1.3426,1.3517,1.3609,1.3701,1.3794,1.3887,1.3981,1.4075,1.417,1.4266,1.4362,1.4459,1.4556,1.4654,1.4753,1.4853,1.4954,1.5055,1.5157,1.526,1.5364,1.547,1.5576,1.5683,1.5791,1.5901,1.6012,1.6124,1.6237,1.6352,1.6468,1.6586,1.6705,1.6826,1.6949,1.7073,1.72,1.7328,1.7458,1.759
10.233,0.7481,0.7563,0.7646,0.7728,0.7811,0.7893,0.7975,0.8058,0.814,0.8223,0.8305,0.8388,0.847,0.8553,0.8636,0.8718,0.8801,0.8884,0.8967,0.9049,0.9132,0.9215,0.9298,0.9381,0.9464,0.9547,0.963,0.9713,0.9797,0.988,0.9963,1.0047,1.013,1.0214,1.0298,1.0381,1.0465,1.0549,1.0633,1.0717,1.0802,1.0886,1.097,1.1055,1.114,1.1224,1.1309,1.1394,1.148,1.1565,1.165,1.1736,1.1822,1.1908,1.1994,1.2081,1.2168,1.2254,1.2342,1.2429,1.2517,1.2604,1.2693,1.2781,1.287,1.2959,1.3048,1.3138,1.3228,1.3319,1.341,1.3501,1.3593,1.3685,1.3778,1.3871,1.3965,1.4059,1.4154,1.4249,1.4345,1.4442,1.4539,1.4637,1.4736,1.4835,1.4936,1.5037,1.5139,1.5242,1.5346,1.5451,1.5557,1.5664,1.5773,1.5882,1.5993,1.6105,1.6218,1.6333,1.6449,1.6566,1.6685,1.6806,1.6929,1.7053,1.7179,1.7307,1.7437,1.7569
10.965,0.7472,0.7555,0.7637,0.7719,0.7801,0.7884,0.7966,0.8048,0.8131,0.8213,0.8296,0.8378,0.846,0.8543,0.8626,0.8708,0.8791,0.8873,0.8956,0.9039,0.9121,0.9204,0.9287,0.937,0.9453,0.9536,0.9619,0.9702,0.9785,0.9868,0.9952,1.0035,1.0119,1.0202,1.0286,1.0369,1.0453,1.0537,1.0621,1.0705,1.0789,1.0873,1.0957,1.1042,1.1126,1.1211,1.1296,1.1381,1.1466,1.1551,1.1637,1.1722,1.1808,1.1894,1.198,1.2067,1.2153,1.224,1.2327,1.2414,1.2502,1.259,1.2678,1.2766,1.2855,1.2944,1.3033,1.3123,1.3213,1.3303,1.3394,1.3485,1.3577,1.3669,1.3761,1.3855,1.3948,1.4042,1.4137,1.4232,1.4328,1.4425,1.4522,1.462,1.4719,1.4818,1.4918,1.5019,1.5121,1.5224,1.5328,1.5433,1.5539,1.5646,1.5754,1.5863,1.5974,1.6086,1.6199,1.6313,1.6429,1.6547,1.6666,1.6787,1.6909,1.7033,1.7159,1.7287,1.7417,1.7548
